Game,#,Key in…,Effect…,Code Source,Original Order
Faceball 2000 ,1,000-3FD-3BE,*Infinite lives,Official Code - GBCD0.txt,314
Faceball 2000 ,2,014-DBA-E66,*Start with 1 life,Official Code - GBCD0.txt,315
Faceball 2000 ,3,054-DBA-E66,*Start with 5 life,Official Code - GBCD0.txt,316
Faceball 2000 ,4,0A4-DBA-E66,*Start with 10 life,Official Code - GBCD0.txt,317
Faceball 2000 ,5,0F4-DBA-E66,*Start with 15 life,Official Code - GBCD0.txt,318
Faceball 2000 ,6,144-DBA-E66,*Start with 20 life,Official Code - GBCD0.txt,319
Faceball 2000 ,7,FAE-06C-4C1,*Stop timer,Official Code - GBCD0.txt,320
Faceball 2000 ,,"+ = In options screen, adjust strength to ""!!!!"" before selecting ""Arena"" or ""Cyberscape""",,Official Code - GBCD0.txt,321
Faceball 2000 ,8,053-A89-E6E + 05A-98D-E66,+Can take 5 hits,Official Code - GBCD0.txt,322
Faceball 2000 ,9,0A3-A89-E6E + 0AA-98D-E66,+Can take 10 hits,Official Code - GBCD0.txt,323
Faceball 2000 ,10,0F3-A89-E6E + 0FA-98D-E66,+Can take 15 hits,Official Code - GBCD0.txt,324
Faceball 2000 ,11,143-A89-E6E + 14A-98D-E66,+Can take 20 hits,Official Code - GBCD0.txt,325
Ferrari Grand Prix Challenge,1,004-58C-19E,"Don't lose speed when touching side of track in qualifying round or race--hitting sign will slow you down (if you accelerate fully, release A button and position car in middle of track, it will steer itself)",Official Code - GBCD3.txt,1218
Ferrari Grand Prix Challenge,2,000-22C-C49,"When you crash with another car, your speed won't drop to 0",Official Code - GBCD3.txt,1219
Ferrari Grand Prix Challenge,3,00A-39B-E6E + 00A-1AB-E6E,No qualifying timer,Official Code - GBCD3.txt,1220
Fighting Simulator 2 in 1 Flying Warriors,,Action game codes:,,Official Code - GBCD2.txt,1050
Fighting Simulator 2 in 1 Flying Warriors,1,057-24E-E66,Start with 5 lives,Official Code - GBCD2.txt,1051
Fighting Simulator 2 in 1 Flying Warriors,2,097-24E-E66,Start with 9 lives,Official Code - GBCD2.txt,1052
Fighting Simulator 2 in 1 Flying Warriors,3,0F7-24E-E66,Start with 15 lives,Official Code - GBCD2.txt,1053
Fighting Simulator 2 in 1 Flying Warriors,4,008-D7E-19E,Infinite lives,Official Code - GBCD2.txt,1054
Fighting Simulator 2 in 1 Flying Warriors,5,3D7-3CE-19A,Infinite energy,Official Code - GBCD2.txt,1055
Final Fantasy Adventure ,1,FAE-3FC-4C1,Don't take damage (except from poisons and magic),Official Code - GBCD0.txt,326
Final Fantasy Adventure ,,"* = Only works if entered before new games, not on continues",,Official Code - GBCD0.txt,327
Final Fantasy Adventure ,2,05E-6B9-E62,"*Start with stamina, power and will = 5",Official Code - GBCD0.txt,328
Final Fantasy Adventure ,3,0AE-6B9-E62,"*Start with stamina, power and will = 10",Official Code - GBCD0.txt,329
Final Fantasy Adventure ,4,0FE-6B9-E62,"*Start with stamina, power and will = 15",Official Code - GBCD0.txt,330
Final Fantasy Adventure ,5,14E-6B9-E62,"*Start with stamina, power and will = 20",Official Code - GBCD0.txt,331
Final Fantasy Adventure ,6,1EE-6B9-E62,"*Start with stamina, power and will = 30",Official Code - GBCD0.txt,332
Final Fantasy Legend ,,Human Male codes only. Make your own changes to these codes to create a super strong character! (See instructions.),,Official Code - GBCD1.txt,889
Final Fantasy Legend ,1,011-238-C4A,Start with 1 strength point,Official Code - GBCD1.txt,890
Final Fantasy Legend ,2,051-238-C4A,Start with 5 strength points,Official Code - GBCD1.txt,891
Final Fantasy Legend ,3,021-248-E6E,Start with 2 defense points,Official Code - GBCD1.txt,892
Final Fantasy Legend ,4,061-248-E6E,Start with 6 defense points,Official Code - GBCD1.txt,893
Final Fantasy Legend ,5,031-258-F7A,Start with 3 agility points,Official Code - GBCD1.txt,894
Final Fantasy Legend ,6,071-258-F7A,Start with 7 agility points,Official Code - GBCD1.txt,895
Final Fantasy Legend ,7,041-268-E6A,Start with 4 mana p oints,Official Code - GBCD1.txt,896
Final Fantasy Legend ,8,081-268-E6A,Start with 8 mana points,Official Code - GBCD1.txt,897
Final Fantasy Legend ,9,012-588-19A,Start with 1 hit point,Official Code - GBCD1.txt,898
Final Fantasy Legend ,10,052-588-19A,Start with 5 hit points,Official Code - GBCD1.txt,899
Final Fantasy Legend 2 ,,Make your own changes to these codes to create a super strong character! (See instructions.),,Official Code - GBCD1.txt,900
Final Fantasy Legend 2 ,1,098-E28-086,Start with 9 hit points,Official Code - GBCD1.txt,901
Final Fantasy Legend 2 ,2,098-E68-E66,Start with 9 defense points,Official Code - GBCD1.txt,902
Final Fantasy Legend 2 ,3,098-E78-E66,Start with 9 mana points,Official Code - GBCD1.txt,903
Final Fantasy Legend 2 ,4,098-E58-F7E,Start with 9 agility points,Official Code - GBCD1.txt,904
Final Fantasy Legend 2 ,5,098-E48-F72,Start with 9 strength points,Official Code - GBCD1.txt,905
Final Fantasy Legend 2 ,6,09E-818-2A2,Start with 9 swords--if your character can start with swords,Official Code - GBCD1.txt,906
Final Fantasy Legend 2 ,7,005-96F-08B + 005-9CF-08B,"All characters start with 15,163 hit points (shows only 999)",Official Code - GBCD1.txt,907
Final Fantasy Legend III,1,FFA-928-E6A + FF8-918-2A2 + FF8-938-2A2,Set initial power to mega-power,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1624
Fish Dude,1,215-25F-081,No timer,Official Code - GBCD8.txt,1838
Fish Dude,2,002-3DF-E62,Start with 1 life,Official Code - GBCD8.txt,1839
Fish Dude,3,042-3DF-E62,Start with 5 lives,Official Code - GBCD8.txt,1840
Fish Dude,4,082-3DF-E62,Start with 9 lives,Official Code - GBCD8.txt,1841
Fish Dude,5,0E2-3DF-E62,Start with 15 lives╤ignore counter for 1st 5 lives,Official Code - GBCD8.txt,1842
Fish Dude,6,002-A8F-3BE,Infinite lives,Official Code - GBCD8.txt,1843
Fist of the North Star,1,21E-9FF-4C1,Almost invincible,Official Code - GBCD8.txt,1844
Fist of the North Star,2,21F-A5F-4C1,No energy loss from weapons thrown,Official Code - GBCD8.txt,1845
Fist of the North Star,,*=Both players,,Official Code - GBCD8.txt,1846
Fist of the North Star,3,404-F7E-195,*Start with 25% energy,Official Code - GBCD8.txt,1847
Fist of the North Star,4,7F4-F7E-195,*Start with 50% energy,Official Code - GBCD8.txt,1848
Fist of the North Star,5,C44-F7E-195,*Start with 75% energy,Official Code - GBCD8.txt,1849
Fist of the North Star,6,05B-CCE-E6E,Start on level 5,Official Code - GBCD8.txt,1850
Fist of the North Star,7,09B-CCE-E6E,Start on level 9,Official Code - GBCD8.txt,1851
Flipull ,1,01D-48D-E62,Start with 1 special block,Official Code - GBCD0.txt,333
Flipull ,2,05D-482-E62,Start with 5 special blocks,Official Code - GBCD0.txt,334
Flipull ,3,09D-48D-E62,Start with 9 special blocks,Official Code - GBCD0.txt,335
Flipull ,4,A77-41F-19E,Infinite time,Official Code - GBCD0.txt,336
Flipull ,5,003-B0E-3BE,Infinite credits,Official Code - GBCD0.txt,337
Flipull ,6,01D-45D-E66,Start with 1 credit,Official Code - GBCD0.txt,338
Flipull ,7,05D-45D-E66,Start with 5 credit,Official Code - GBCD0.txt,339
Flipull ,8,09D-45D-E66,Start with 9 credit,Official Code - GBCD0.txt,340
Fortified Zone ,,"* = Doesn't work against vehicles, so don't get run over",,Official Code - GBCD0.txt,341
Fortified Zone ,1,FAA-60E-4C1,*Infinite hit points for male soldier,Official Code - GBCD0.txt,342
Fortified Zone ,2,FA0-70D-4C1,*Infinite hit points for female soldier,Official Code - GBCD0.txt,343
Fortified Zone ,3,A79-B8C-19E,Infinite ammo for special weapons on pick-up,Official Code - GBCD0.txt,344
Fortified Zone ,4,05F-A08-E66,Both soldiers start with infinite hit points,Official Code - GBCD0.txt,345
Fortified Zone ,5,0AF-A08-E66,Both start with 10 hit points,Official Code - GBCD0.txt,346
Fortified Zone ,6,0FF-A08-E66,Both start with 15 hit points,Official Code - GBCD0.txt,347
Fortified Zone ,7,14F-A08-E66,Both start with 20 hit points,Official Code - GBCD0.txt,348
Fortified Zone ,8,01F-8A8-E6A,Both start with 1 key and weapon power-up,Official Code - GBCD0.txt,349
Fortified Zone ,9,05F-8A8-E6A,Both start with 5 keys and weapon power-ups,Official Code - GBCD0.txt,350
Fortified Zone ,10,09F-8A8-E6A,Both start with 9 keys and weapon power-ups,Official Code - GBCD0.txt,351
Fortified Zone ,11,01F-988-E6A,Start with 1 medicine unit,Official Code - GBCD0.txt,352
Fortified Zone ,12,05F-988-E6A,Start with 5 medicine units,Official Code - GBCD0.txt,353
Fortified Zone ,13,09F-988-E6A,Start with 9 medicine units,Official Code - GBCD0.txt,354
Fortified Zone ,,"+ = Go to password screen, then enter ""3375""",,Official Code - GBCD0.txt,355
Fortified Zone ,14,01D-148-E6E,+Start on level 2,Official Code - GBCD0.txt,356
Fortified Zone ,15,02D-148-E6E,+Start on level 3,Official Code - GBCD0.txt,357
Fortified Zone ,16,03D-148-E6E,+Start on level 4,Official Code - GBCD0.txt,358
Game of Harmony ,,* = Switch off when you reach the level the code gives you,,Official Code - GBCD0.txt,359
Game of Harmony ,1,009-DBF-C41 + 3E9-DCF-C48 + 089-DDF-C4A,*Go to level 10 after completing a level,Official Code - GBCD0.txt,360
Game of Harmony ,2,009-DBF-C41 + 3E9-DCF-C48 + 129-DDF-C4A,*Go to level 20 after completing a level,Official Code - GBCD0.txt,361
Game of Harmony ,3,009-DBF-C41 + 3E9-DCF-C48 + 1C9-DDF-C4A,*Go to level 30 after completing a level,Official Code - GBCD0.txt,362
Game of Harmony ,4,009-DBF-C41 + 3E9-DCF-C48 + 269-DDF-C4A,*Go to level 40 after completing a level,Official Code - GBCD0.txt,363
Game of Harmony ,5,006-94E-3BE,Infinite time on bonus section--can switch on/off,Official Code - GBCD0.txt,364
Gargoyle's Quest ,1,005-5CD-E6E,Infinite lives,Official Code - GBCD0.txt,365
Gargoyle's Quest ,2,001-D4F-E6E,Start with 1(sic) life,Official Code - GBCD0.txt,366
Gargoyle's Quest ,3,051-D4F-E6E,Start with 5 lives,Official Code - GBCD0.txt,367
Gargoyle's Quest ,4,091-D4F-E6E,Start with 9 lives,Official Code - GBCD0.txt,368
Gauntlet II ,1,002-EC9-C4E,"Don't lose energy with time (still lose it from enemies, poisons, magic, etc.)",Official Code - GBCD0.txt,369
Gauntlet II ,2,C3A-5FA-D5D,Never lose keys,Official Code - GBCD0.txt,370
Gauntlet II ,3,008-76A-3BE,Never lose potions,Official Code - GBCD0.txt,371
Gauntlet II ,4,030-979-E6A,Start with 3 keys and potions,Official Code - GBCD0.txt,372
George Foreman's KO Boxing ,1,3E9-CBE-4CA,Infinite energy (display still goes down)--don't switch off,Official Code - GBCD1.txt,915
George Foreman's KO Boxing ,2,001-89E-E6E,Infinite time,Official Code - GBCD1.txt,916
George Foreman's KO Boxing ,3,3E7-EEE-08A,Infinite super punch,Official Code - GBCD1.txt,917
Ghostbusters II ,1,00E-44E-3BE,Infinite protons and traps,Official Code - GBCD0.txt,373
Ghostbusters II ,2,C9C-B4E-081,Invincible,Official Code - GBCD0.txt,374
Ghostbusters II ,3,AF5-778-19E,Only need to zap 1 ghost per level,Official Code - GBCD0.txt,375
Ghostbusters II ,4,A76-F9E-19E,"Infinite time--switch off at end of level to go on, then switch on again",Official Code - GBCD0.txt,376
Go! Go! Tank ,1,00C-7FE-F7A,Plane flies like there's no gravity,Official Code - GBCD0.txt,377
Go! Go! Tank ,2,FFC-7FE-F7A,More downward gravity,Official Code - GBCD0.txt,378
Go! Go! Tank ,3,A77-F6C-19E,Infinite planes,Official Code - GBCD0.txt,379
Go! Go! Tank ,4,C96-E3C-193,"Fly thru walls and ground, but not thru enemy vehicles, missiles, or end-of-level walls",Official Code - GBCD0.txt,380
Go! Go! Tank ,5,017-67D-F7A,Tank takes minimum damage when it hits walls,Official Code - GBCD0.txt,381
Go! Go! Tank ,6,107-67D-F7A,Tank takes 4x damage when it hits walls,Official Code - GBCD0.txt,382
Go! Go! Tank ,7,C93-5FC-F7D,Tank is invincible,Official Code - GBCD0.txt,383
Goal,1,633-ECB-5DE,Select time of up to 99 min. per half,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1387
Goal,2,FF5-5AA-CDE + FF5-5BA-C46 + FF5-5CA-CBE,Player 2 is fastest on the pitch,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1388
Goal,3,00A-DAB-19A,No goals scored against you by computer,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1389
Goal,4,009-EFE-E6E,Infinite timer,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1390
Goal,5,225-5BA-C46,Some teammates have a mega-kick,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1391
Godzilla,1,00F-09F-E6E,Infinite lives,Official Code - GBCD8.txt,1852
Godzilla,2,005-16D-19E,Infinite energy╤spikes can still kill you,Official Code - GBCD8.txt,1853
Godzilla,3,016-E9F-E62,Start with 2 life,Official Code - GBCD8.txt,1854
Godzilla,4,056-E9F-E62,Start with 6 lives,Official Code - GBCD8.txt,1855
Godzilla,5,096-E9F-E62,Start with 10 lives,Official Code - GBCD8.txt,1856
Godzilla,6,088-3BF-A2A,Godzilla loses 1/2 energy on 1st hit,Official Code - GBCD8.txt,1857
Godzilla ,1,00F-09F-E6E,Infinite lives,Official Code - GBCD0.txt,384
Godzilla ,2,005-16D-19E,Infinite energy--switch off in bonus rounds or will give infinite bonuses,Official Code - GBCD0.txt,385
Godzilla ,3,016-E9F-E62,Start with 2 lives,Official Code - GBCD0.txt,386
Godzilla ,4,056-E9F-E62,Start with 6 lives,Official Code - GBCD0.txt,387
Godzilla ,5,096-E9F-E62,Start with 10 lives,Official Code - GBCD0.txt,388
Godzilla ,6,088-3BF-A2A,First hit takes 1/2 your energy,Official Code - GBCD0.txt,389
Gradius: The Interstellar Assault ,1,014-C0F-E62,Start with 2 lives,Official Code - GBCD0.txt,390
Gradius: The Interstellar Assault ,2,054-C0F-E62,Start with 6 lives,Official Code - GBCD0.txt,391
Gradius: The Interstellar Assault ,3,094-C0F-E62,Start with 10 lives,Official Code - GBCD0.txt,392
Gradius: The Interstellar Assault ,4,000-ECE-E6E,Infinite lives,Official Code - GBCD0.txt,393
Gradius: The Interstellar Assault ,5,005-EEA-C49,"Autofire without pressing A (don't change control settings, leave rapid fire on)",Official Code - GBCD0.txt,394
Gradius: The Interstellar Assault ,6,024-ABF-E6E,Start on level 2,Official Code - GBCD0.txt,395
Gradius: The Interstellar Assault ,7,034-ABF-E6E,Start on level 3,Official Code - GBCD0.txt,396
Gradius: The Interstellar Assault ,8,044-ABF-E6E,Start on level 4,Official Code - GBCD0.txt,397
Gremlins 2 ,1,001-F0F-E62,Start with 1 life,Official Code - GBCD0.txt,398
Gremlins 2 ,2,041-F0F-E62,Start with 5 lives,Official Code - GBCD0.txt,399
Gremlins 2 ,3,091-F0F-E62,Start with 10 lives,Official Code - GBCD0.txt,400
Gremlins 2 ,4,A76-14E-19E,Infinite lives--except against end-of-level enemies,Official Code - GBCD0.txt,401
Gremlins 2 ,5,A7D-7EE-19E,Infinite lives--against end-of-level enemies,Official Code - GBCD0.txt,402
Gremlins 2 ,6,EA1-E1E-081,Infinite energy (display will show 1 pt. on level 1 & 6 pts. on all others),Official Code - GBCD0.txt,403
Gremlins 2 ,7,048-03F-C4A,Start with 1/2x energy,Official Code - GBCD0.txt,404
Gremlins 2 ,8,EAC-2DE-081,Invincible to end-of-level bullets,Official Code - GBCD0.txt,405
Gremlins 2 ,9,EAB-E9E-081,Invincible to end-of-level enemies,Official Code - GBCD0.txt,406
Gremlins 2 ,10,211-D5E-D5D,All objects freeze and become harmless gizmos (Except spikes and end-of-level enemies),Official Code - GBCD0.txt,407
Gremlins 2 ,11,014-02B-F7E,Suitcases can only take 1 pt. of damage before disappearing,Official Code - GBCD0.txt,408
Gremlins 2 ,,* = Suitcases will disappear if they touch a spike or some other hazards,,Official Code - GBCD0.txt,409
Gremlins 2 ,12,0A4-02B-F7E,*Suitcases can take 10 pts of damage before disappearing,Official Code - GBCD0.txt,410
Gremlins 2 ,13,144-02B-F7E,*Suitcases can take 20 pts damage,Official Code - GBCD0.txt,411
Gremlins 2 ,14,18F-7EF-4CA,Suitcases invulnerable to left sides of spikes,Official Code - GBCD0.txt,412
Gremlins 2 ,15,18C-B5F-4CA,Suitcases invulnerable to top of spikes,Official Code - GBCD0.txt,413
Gremlins 2 ,16,180-09E-4CA,Suitcases invulnerable to right sides of spikes,Official Code - GBCD0.txt,414
Heavyweight Championship Boxing,1,00B-A4E-E6E,No ring timer,Official Code - GBCD3.txt,1221
Heavyweight Championship Boxing,2,AF6-E1B-19E,No round increase,Official Code - GBCD3.txt,1222
Heavyweight Championship Boxing,3,008-B2E-19E,Juggle your power--can alter power settings and give full power in all categories,Official Code - GBCD3.txt,1223
Heavyweight Championship Boxing,4,014-78F-E66,"Start with punch, life and speed at 1",Official Code - GBCD3.txt,1224
Heavyweight Championship Boxing,5,024-78F-E66,"Start with punch, life and speed at 2",Official Code - GBCD3.txt,1225
Heavyweight Championship Boxing,6,034-78F-E66,"Start with punch, life and speed at 3",Official Code - GBCD3.txt,1226
Heavyweight Championship Boxing,7,044-78F-E66,"Start with punch, life and speed at 4",Official Code - GBCD3.txt,1227
Heavyweight Championship Boxing,8,054-78F-E66,"Start with punch, life and speed at 5",Official Code - GBCD3.txt,1228
Heavyweight Championship Boxing,9,064-78F-E66,"Start with punch, life and speed at 6",Official Code - GBCD3.txt,1229
Heavyweight Championship Boxing,10,074-78F-E66,"Start with punch, life and speed at 7",Official Code - GBCD3.txt,1230
Heavyweight Championship Boxing,11,084-78F-E66,"Start with punch, life and speed at 8",Official Code - GBCD3.txt,1231
Heavyweight Championship Boxing,12,094-78F-E66,"Start with punch, life and speed at 9",Official Code - GBCD3.txt,1232
Heavyweight Championship Boxing,13,994-78F-E66,Start with super power,Official Code - GBCD3.txt,1233
Heianky Alien ,1,01D-0AC-F7E,Start with 1 life,Official Code - GBCD0.txt,415
Heianky Alien ,2,0AD-0AC-F7E,Start with 10 lives,Official Code - GBCD0.txt,416
Heianky Alien ,3,14D-0AC-F7E,Start with 20 lives,Official Code - GBCD0.txt,417
Heianky Alien ,4,A75-7FB-3BE,Infinite lives,Official Code - GBCD0.txt,418
Heianky Alien ,5,C34-5BC-A21,Freeze aliens--can switch on/off,Official Code - GBCD0.txt,419
Heianky Alien ,6,214-5BC-A21,Slow motion game,Official Code - GBCD0.txt,420
Heianky Alien ,7,183-54C-2AA,"B button gives mega-dig, A button gives mega-fill",Official Code - GBCD0.txt,421
Heianky Alien ,,Old Game Codes:,,Official Code - GBCD0.txt,422
Heianky Alien ,8,01A-97E-F7E,Start with 1 life,Official Code - GBCD0.txt,423
Heianky Alien ,9,C90-22D-C45 + FFF-AFE-F7E,Infinite lives,Official Code - GBCD0.txt,424
High Stakes,1,00C-ADB-3BE + 006-6BA-3BE,"Once you've collected an item from Shady(tm), can't lose it--blackjack mission 1 only","Official Code - GBCD5.txt (VOL. 2, NO. 1)",1625
High Stakes,2,00B-B1E-A22,Betting and cheat tokens cost 0,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1626
High Stakes,,"*=Beginning display shows $50,000",,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1627
High Stakes,3,628-D8F-E65,*Start with 1/2 money,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1628
High Stakes,4,FF8-D8F-E65,"*Start with over $65,000","Official Code - GBCD5.txt (VOL. 2, NO. 1)",1629
High Stakes,5,3E0-B0B-081 + 000-B2B-E61,No limit to how much you can buy of each item from ,"Official Code - GBCD5.txt (VOL. 2, NO. 1)",1630
Hit the Ice ,,*=Can switch on/off,,Official Code - GBCD2.txt,1056
Hit the Ice ,1,00A-54E-E6E,*Infinite timer,Official Code - GBCD2.txt,1057
Hit the Ice ,2,02A-54E-E6E,Faster timer,Official Code - GBCD2.txt,1058
Hit the Ice ,3,002-97D-3BA,Infinite super shots,Official Code - GBCD2.txt,1059
Hit the Ice ,4,012-99D-C42,Only 1 super shot allowed,Official Code - GBCD2.txt,1060
Hit the Ice ,5,052-99D-C42,5 super shots allowed,Official Code - GBCD2.txt,1061
Hit the Ice ,6,0A2-99D-C42,10 super shots allowed,Official Code - GBCD2.txt,1062
Hit the Ice ,7,011-F6B-F7E,1-minute periods--vs. mode,Official Code - GBCD2.txt,1063
Hit the Ice ,8,021-F6B-F7E,2-minute periods--vs. mode,Official Code - GBCD2.txt,1064
Hit the Ice ,9,0A1-F6B-F7E,10-minute periods--vs. mode,Official Code - GBCD2.txt,1065
Hit the Ice ,10,004-39B-E6E,*Neither team can score,Official Code - GBCD2.txt,1066
Hit the Ice ,,"FOR CODES 11-13, YOU GET 20 SECONDS FOR 1ST SHOT, THEN CODE TAKES EFFECT",,Official Code - GBCD2.txt,1067
Hit the Ice ,11,0A1-97E-6EA,10 seconds in short race,Official Code - GBCD2.txt,1068
Hit the Ice ,12,0F1-97E-6EA,15 seconds in short race,Official Code - GBCD2.txt,1069
Hit the Ice ,13,051-97E-6EA,5 seconds in short race,Official Code - GBCD2.txt,1070
Home Alone,1,214-34F-081,No bad guys,Official Code - GBCD8.txt,1858
Home Alone,2,013-ADD-E66,Start with 1 hit pt.,Official Code - GBCD8.txt,1859
Home Alone,3,063-ADD-E66,6 hit pts.,Official Code - GBCD8.txt,1860
Home Alone,4,093-ADD-E66,9 hit pts.╤meter shows 6,Official Code - GBCD8.txt,1861
Home Alone,5,00B-5AD-19E,Infinite hit pts.,Official Code - GBCD8.txt,1862
Home Alone,6,013-E5D-7FA,Need 1 treasure to finish level 1,Official Code - GBCD8.txt,1863
Home Alone 2 ,1,056-6FE-E66,Start with 5 lives,Official Code - GBCD1.txt,918
Home Alone 2 ,2,066-6FE-E66,Start with 6 lives,Official Code - GBCD1.txt,919
Home Alone 2 ,3,007-82E-19E,Infinite lives,Official Code - GBCD1.txt,920
Home Alone 2 ,4,007-E9E-19E,Infinite hits unless picked up by shoulders,Official Code - GBCD1.txt,921
Home Alone 2 ,5,006-75E-08B,"Get 111,111 points instantly",Official Code - GBCD1.txt,922
Hook ,1,014-7ED-F7A,Start with 1 life,Official Code - GBCD0.txt,425
Hook ,2,074-7ED-F7A,Start with 7 lives,Official Code - GBCD0.txt,426
Hook ,3,284-8FD-A2B,Start with half energy,Official Code - GBCD0.txt,427
Hook ,4,004-93E-2AF,Invincible,Official Code - GBCD0.txt,428
Hook ,5,000-B49-19E,Infinite magic dust after pick-up of flying power token,Official Code - GBCD0.txt,429
Hook ,6,00C-FDD-3BE,Infinite lives,Official Code - GBCD0.txt,430
Hook ,7,3EC-988-191,9 flying power tokens on pick-up,Official Code - GBCD0.txt,431
Hook ,8,3EC-A98-191,9 thimble tokens on pick-up,Official Code - GBCD0.txt,432
Hook ,1,3DC-FDD-3BE,Infinite lives,Official Code - GBCD1.txt,925
Humans,1,06D-609-D5A,Start with 6 humans,Official Code - GBCD2.txt,1071
Humans,2,09D-609-D5A,Start with 9 humans,Official Code - GBCD2.txt,1072
Humans,3,0FD-609-D5A,Start with 15 humans,Official Code - GBCD2.txt,1073
Humans,4,FA3-E9F-4C1,Infinite humans,Official Code - GBCD2.txt,1074
Humans,5,FA9-B7C-4C1,Infinite timer,Official Code - GBCD2.txt,1075
Hunt for Red October ,1,00D-05A-E6E,Infinite missiles,Official Code - GBCD0.txt,433
Hunt for Red October ,2,00B-68A-E6E,Infinite cloaking,Official Code - GBCD0.txt,434
Hunt for Red October ,3,008-85F-E6E,Infinite lives,Official Code - GBCD0.txt,435
Hunt for Red October ,4,085-20F-E62 + 089-A5E-E62,"Cloak and lives start at 8, missiles at 9",Official Code - GBCD0.txt,436
In Your Face ,1,004-E9E-6E6,"Computer can't score--when it scores, you get the points",Official Code - GBCD2.txt,1076
In Your Face ,2,C38-AAF-E61,Opponents are frozen--2-on-2 game,Official Code - GBCD2.txt,1077
In Your Face ,3,05A-08E-80F,5-second game,Official Code - GBCD2.txt,1078
In Your Face ,4,0AA-08E-80F,10-second game,Official Code - GBCD2.txt,1079
In Your Face ,5,20A-08E-80F,20-second game,Official Code - GBCD2.txt,1080
Jeep Jamboree,1,3EC-62E-E68 + 01C-63E-19A,Always finish in 1st place,Official Code - GBCD3.txt,1234
Jeep Jamboree,2,799-D49-19F + 799-D79-19B,Mega speed--stay at constant high speed even when off course and hitting rocks,Official Code - GBCD3.txt,1235
Jeep Jamboree,3,02B-F0A-E6E,Race 1 lap shorter,Official Code - GBCD3.txt,1236
Jeep Jamboree,4,03B-F0A-E6E,Race 2 laps shorter,Official Code - GBCD3.txt,1237
Jeep Jamboree,5,04B-F0A-E6E,Race 3 laps shorter,Official Code - GBCD3.txt,1238
Jetsons ,1,04F-16C-E66,Start with 4 lives,Official Code - GBCD2.txt,1081
Jetsons ,2,07F-16C-E66,Start with 7 lives,Official Code - GBCD2.txt,1082
Jetsons ,3,09F-16C-E66,Start with 9 lives,Official Code - GBCD2.txt,1083
Jetsons ,4,00F-C7F-E6E,Infinite lives,Official Code - GBCD2.txt,1084
Jetsons ,5,009-088-3B7,Infinite energy--some robots can't be killed (switch off to fight them),Official Code - GBCD2.txt,1085
Jetsons ,6,09F-1EC-F7E,Max collectible energy,Official Code - GBCD2.txt,1086
Jetsons ,7,012-A7B-E62,Capped robots on first Elroy stage take 1 hit to kill,Official Code - GBCD2.txt,1087
Jetsons ,8,082-A7B-E62,Capped robots on first Elroy stage take 8 hits to kill,Official Code - GBCD2.txt,1088
Joe & Mac,1,01A-81F-E66,Start with 1 life,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1392
Joe & Mac,2,06A-81F-E66,Start with 6 lives,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1393
Joe & Mac,3,09A-81F-E66,Start with 9 lives,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1394
Joe & Mac,4,002-37D-E6E,Infinite lives,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1395
Joe & Mac,5,FAB-E9C-4C1,Infinite energy,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1396
Joe & Mac,6,3EA-89F-6E9 + 02A-8AF-7FD + E0A-8BF-2A9,Start on level 3,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1397
Joe & Mac,7,3EA-89F-6E9 + 05A-8AF-7FD + E0A-8BF-2A9,Start on level 6,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1398
Joe & Mac,8,3EA-89F-6E9 + 08A-8AF-7FD + E0A-8BF-2A9,Start on level 9,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1399
Joe & Mac,9,AFB-E8C-A2C,Take one hit and lose life,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1400
Joe & Mac,10,00B-D8C-3B7,No extra energy from pick-ups,"Official Code - GBCD4.txt (VOL. 1, NO. 4) PLUS BONUS TITLES",1401
Jordan vs. Bird One on One,1,007-06D-E6E,Infinite time of possession 1-on-1 game,Official Code - GBCD2.txt,1089
Jordan vs. Bird One on One,2,08D-D67-7FA,8 seconds of possession 1-on-1 game,Official Code - GBCD2.txt,1090
Jordan vs. Bird One on One,3,0AD-E67-7FA,10 seconds of possession 1-on-1 game,Official Code - GBCD2.txt,1091
